"student","MAP"
53709,-0.0529672246562892
948,0.0525453200459968
4975,0.282031291347332
8301,0.87534944265623
7994,-0.123454952143852
8250,-0.303891678061026
8202,-0.390835526650769
8094,0.714406445571316
8354,0.714406445571316
8248,-1.28393501662611
8090,-0.0477083475570993
55526,0.554586076932437
8292,-0.54336070470905
8085,0.0525453200459968
56038,-1.05336989196323
8255,0.409215561132434
8252,0.87534944265623
8193,-1.42417881686809
8298,0.714406445571316
8040,0.461366600641434
8196,0.87534944265623
8260,-0.0133127709754172
8295,-1.26140813033276
8197,-0.914733623965319
949,-0.109148992041573
950,0.282031291347332
951,-0.760531824389185
952,0.406680331100222
953,-0.0531307739943624
954,0.689633970693679
5124,-1.04467444633983
54278,-2.0047067079272
8500,-1.28393501662611
4974,-0.378014321312923
5253,-0.591003576827281
34020,-1.09794196418223
5217,-0.331438274544488
53207,-0.481374098384095
28541,-0.568238292361502
5249,0.184458039974399
33535,1.30134637001591
6882,-0.627627166532789
2683,-0.337714865250829
5247,-1.66072105257186
5075,0.282031291347332
53198,-0.960701101642034
5019,-1.04467444633983
5070,1.09884889910018
20083,-1.41133511046477
53275,-0.900839815528998
2770,0.496405714917051
5207,0.714406445571316
12726,-0.41629130834368
3141,0.282031291347332
56929,0.282031291347332
2780,-0.426705673647264
18094,-0.0305998122729568
2788,0.282031291347332
18730,-1.5278974816087
5029,-0.774631493739636
2587,-0.206342117139028
6839,-0.783808059992706
7006,0.406680331100222
41358,0.00674274915685351
41442,0.184458039974399
4927,-0.125916005781176
55751,0.496405714917051
5018,0.33614131559331
4734,-0.960393646633022
41530,-0.997047828435643
41670,0.155562995709686
5119,-0.0529672246562892
28787,0.636518788066415
39986,-1.33249521804632
28809,1.30134637001591
41577,-0.707177916588588
41441,-0.279957615890673
55756,-0.00346351922185407
6980,0.87534944265623
4772,0.539273741499561
6875,0.31942750421767
32143,0.539273741499561
41576,0.282031291347332
8333,-0.711148938502006
41669,0.689633970693679
41624,-0.541276167421317
7012,-0.0356529809810541
55745,0.496405714917051
41443,-0.0200193511546957
55997,-0.683095861496194
41531,-0.526416923477203
55987,-0.5817869107179
41574,0.496405714917051
41578,0.714406445571316
28746,1.09884889910018
8122,0.0525453200459968
31748,-0.224366463095884
8257,-1.28393501662611
38520,-1.25861066863568
53548,-0.826384265349312
38544,-0.0134195351128672
38532,-1.60948531401061
9895,0.0628377937298104
38603,0.474051112080584
23727,0.539273741499561
8747,-0.123454952143852
38566,-0.903785440287923
57049,0.409215561132434
41648,-1.26140813033276
57050,1.09884889910018
41625,0.539273741499561
53530,-0.356264445306933
53541,-0.442734114933301
6951,0.282031291347332
6842,-1.38369266396447
23414,0.539273741499561
57045,1.09884889910018
18950,-0.125916005781176
57069,-0.481374098384095
41364,0.539273741499561
57051,0.282031291347332
57053,0.282031291347332
57587,0.353146091810351
23722,-1.9643108401764
23797,1.09884889910018
23785,-0.555894854531785
23705,0.0628377937298104
23798,-1.26328199687138
39433,-0.331438274544488
23430,-1.02793248043076
23455,0.539273741499561
53608,-0.61506370615713
9076,0.406680331100222
53610,0.282031291347332
23783,-0.609664490700475
23518,0.0628377937298104
56981,-0.380900010407388
38473,0.200193740073711
53604,0.282031291347332
38521,-1.28980394456698
9669,-0.733487639185149
54530,-0.900839815528998
38402,0.714406445571316
28663,1.09884889910018
1558,-0.303891678061026
55797,0.539273741499561
1595,0.539273741499561
1599,-0.853804452196099
7028,-0.644377624046645
55688,0.0525663183228922
39432,1.09884889910018
39774,0.174297103364938
28677,1.30134637001591
40113,1.30134637001591
28484,1.09884889910018
43509,0.0628377937298104
1615,-0.298694624164756
1577,-1.10476518634031
1594,-1.3073145722424
1617,-0.303891678061026
1686,-0.847407886694608
2335,-1.05779770317504
55798,0.162867710861677
1710,-0.656825293582779
55974,0.539273741499561
2964,-0.913139957528583
2980,-0.481374098384095
3025,-1.05336989196323
2909,0.282031291347332
2876,0.539273741499561
55926,-0.624898035490454
1687,0.539273741499561
28607,-1.17845440534335
41485,-1.04467444633983
38153,-1.26448159172853
12698,0.539273741499561
41575,0.282031291347332
43398,0.146270074778745
43427,-1.04763149031589
1561,-0.54336070470905
