student,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
6088,1,1,0,1,1,1,0,1,1,1
6030,1,1,1,1,1,1,0,1,1,1
1582,1,0,1,1,0,1,0,0,1,1
56504,1,1,1,0,1,1,0,1,1,1
43420,0,1,1,0,0,1,0,0,0,1
6116,1,1,1,0,1,1,0,1,1,1
1576,0,1,1,0,0,1,1,1,1,1
6013,1,1,1,1,1,1,0,1,1,1
38235,1,0,1,1,1,1,1,1,1,1
38313,0,0,1,0,0,0,0,0,0,1
55356,1,1,1,1,1,1,0,1,1,1
6047,1,1,1,1,1,1,0,1,1,1
55705,1,1,1,1,0,1,0,1,1,1
6123,1,1,1,1,1,1,0,1,1,1
1705,0,0,0,1,0,1,0,0,0,1
1597,0,0,1,1,0,1,1,1,0,1
43535,0,0,0,1,0,1,0,1,1,1
28488,1,1,1,1,0,1,0,1,1,1
5989,1,1,1,1,1,1,0,1,1,1
43408,1,1,1,1,0,1,1,1,0,1
6138,1,1,1,1,1,1,0,1,1,1
4913,1,0,1,0,0,1,0,1,1,0
5957,1,1,1,1,1,1,0,1,1,1
1646,1,1,1,1,0,1,0,1,1,1
6124,1,1,1,1,1,1,0,1,1,1
28543,1,1,1,1,0,1,0,0,0,1
1575,0,1,1,1,0,1,0,1,1,0
55791,1,0,0,1,0,1,0,0,1,0
6031,1,0,1,0,0,1,0,1,1,0
43519,0,0,0,0,1,0,1,0,1,0
1612,1,1,1,1,1,0,0,1,1,1
1596,1,1,1,1,0,1,1,1,0,1
1640,1,1,1,1,1,0,0,1,1,1
1668,1,1,1,0,0,0,0,1,1,1
28619,1,0,0,0,0,0,0,0,1,1
28802,1,1,1,0,0,0,0,0,1,1
28695,1,1,1,1,1,1,0,1,1,1
28801,1,1,1,1,1,1,0,1,1,1
23232,1,0,1,1,1,0,0,0,0,1
28661,1,1,1,1,1,1,0,1,1,1
41950,1,1,1,1,0,1,1,1,1,1
1681,0,1,1,1,1,1,1,1,0,1
42075,1,0,1,1,0,1,1,1,1,1
41888,1,1,0,1,0,1,0,1,1,1
5991,1,0,1,1,0,0,1,1,1,1
41783,1,1,1,0,0,1,0,1,1,0
5973,0,0,0,0,0,0,0,0,0,0
6108,1,0,1,1,0,0,1,1,1,1
2473,1,1,1,1,1,1,0,1,1,1
6046,1,1,1,1,1,1,0,1,1,1
6114,1,0,1,1,0,1,0,1,0,1
6019,0,0,0,1,0,1,0,0,1,0
6069,0,0,1,0,0,1,0,0,0,1
6044,1,0,1,1,1,1,0,1,1,1
6032,0,0,1,0,0,0,1,0,1,1
5963,0,1,1,1,0,0,0,1,1,1
2790,1,0,0,1,0,0,0,0,0,0
2751,1,1,1,0,0,1,0,1,0,1
2830,1,1,1,0,0,0,1,0,0,1
2678,1,1,1,1,0,1,0,1,1,1
2642,1,0,1,0,0,1,0,0,0,0
5318,1,1,1,1,1,1,1,0,1,1
2803,0,0,1,0,0,0,0,1,1,1
2667,1,0,1,1,1,1,0,0,0,1
2791,0,1,1,0,1,1,0,1,1,0
2802,1,1,1,1,1,1,0,1,1,1
54341,1,1,0,1,1,1,1,0,1,1
2831,1,1,1,1,1,1,0,1,1,1
2611,0,0,1,0,0,0,1,0,1,0
2609,1,1,1,0,0,1,1,0,1,0
5120,1,1,1,1,1,1,1,1,1,1
2659,1,1,1,0,0,1,0,0,1,0
5167,1,1,1,1,1,1,0,1,1,1
5213,1,1,1,1,1,1,0,0,1,1
5211,1,0,1,1,0,1,0,0,0,0
5017,1,1,1,1,0,1,0,1,0,1
39658,1,0,0,0,0,0,0,0,1,1
2594,1,1,1,1,0,1,0,1,1,0
5209,1,0,1,1,1,1,0,1,1,1
6098,1,0,1,0,0,1,1,0,0,0
2756,1,0,1,0,0,1,0,1,0,1
53288,1,0,1,0,1,1,0,0,1,0
54885,1,1,1,1,1,1,1,1,1,1
54541,1,1,1,1,0,1,1,1,0,1
28634,1,1,1,1,1,1,1,1,1,1
39430,1,1,1,1,1,1,1,1,1,1
28631,1,1,1,1,1,1,1,1,1,1
39887,0,1,1,1,0,1,1,0,1,1
40114,0,0,0,0,0,1,1,0,1,1
28732,1,1,1,1,1,1,0,1,1,1
39991,1,0,1,1,0,1,1,1,0,1
54042,1,1,1,1,0,1,1,1,0,1
1639,1,1,1,1,0,1,0,0,1,1
959,0,1,0,1,1,1,1,0,0,0
8338,1,1,1,1,0,1,0,1,1,1
8279,1,1,1,1,0,1,0,1,1,1
48643,1,0,1,1,0,1,1,0,0,1
961,0,0,1,1,0,0,0,0,0,0
963,1,1,1,0,0,0,0,0,0,0
964,0,0,1,0,0,1,0,0,0,1
3074,0,0,1,1,0,0,0,0,1,1
965,1,0,1,1,1,0,0,0,1,0
966,0,0,1,0,0,0,0,0,0,0
967,0,0,1,0,0,0,0,0,0,0
38451,0,0,1,0,0,1,0,1,0,1
968,0,0,1,0,0,0,0,1,1,0
20116,1,0,1,1,0,0,0,0,1,0
969,1,1,1,1,0,1,0,0,1,1
4902,0,1,1,1,0,1,0,1,1,1
970,0,1,1,1,0,1,0,1,1,1
971,1,1,1,1,0,1,0,0,1,1
13256,0,0,1,0,0,1,0,1,0,0
972,1,1,1,0,0,1,0,1,0,1
973,0,1,1,1,0,1,0,1,0,1
974,0,0,0,1,0,0,0,0,1,1
975,0,1,1,1,0,1,0,1,1,1
976,0,0,1,1,1,1,1,1,1,1
977,1,1,1,1,1,1,0,1,1,1
53282,0,1,1,1,0,1,1,0,1,1
979,1,1,1,1,0,1,0,1,1,1
980,0,0,1,0,0,1,0,0,1,1
42074,1,1,1,1,0,1,1,1,0,1
6810,1,1,1,1,0,0,0,0,1,1
989,0,0,1,1,0,0,1,0,1,1
990,1,1,1,1,0,1,0,1,1,1
991,1,1,1,1,0,1,0,1,1,1
992,1,0,0,0,0,1,1,1,1,1
993,0,0,1,0,0,0,0,1,1,1
9874,1,1,1,1,0,1,0,0,1,1
53962,1,0,1,1,0,1,0,1,1,1
9802,0,0,1,1,0,0,0,0,1,1
9719,0,0,0,0,0,1,0,1,1,1
10029,0,1,1,0,0,0,0,1,1,1
9639,0,1,1,0,0,0,1,1,1,1
9641,1,0,1,0,0,1,0,1,0,0
32315,0,1,1,1,0,1,1,0,1,1
9872,0,0,1,1,0,1,0,1,0,1
32239,0,1,1,1,0,1,0,0,0,0
32348,0,1,1,1,0,0,0,0,1,0
53084,1,1,1,1,0,0,0,0,0,0
32340,1,1,1,1,0,1,0,0,1,0
32337,0,1,1,1,0,0,0,0,0,0
9989,1,1,1,1,1,1,0,1,1,1
10049,1,1,1,1,0,0,0,1,0,0
32301,1,1,1,1,0,1,0,1,1,0
32338,1,0,1,1,0,1,0,0,1,0
9660,1,1,1,1,0,1,1,1,1,1
9659,1,1,1,1,0,0,0,1,1,1
41830,1,0,1,1,1,1,1,1,1,1
9892,1,1,1,1,1,0,0,0,1,1
10028,1,0,1,1,1,0,0,0,0,1
2677,1,0,1,1,0,1,0,0,1,0
9650,1,1,1,1,0,1,0,1,1,1
9753,1,1,1,1,0,1,1,0,1,1
44418,1,0,0,1,0,0,0,0,0,0
20657,1,1,1,1,1,1,1,1,1,1
14703,1,1,0,1,0,0,0,0,1,0
10054,1,1,1,1,1,1,1,1,1,1
9898,1,1,1,1,0,1,1,0,1,1
54939,0,1,1,1,0,1,0,1,1,1
9896,1,0,1,1,0,0,0,1,1,0
20763,1,1,1,1,1,1,1,1,1,1
20708,1,1,1,1,1,1,0,1,1,1
20728,1,1,1,1,1,1,1,1,1,1
20762,1,1,1,1,1,1,1,1,1,1
20747,1,1,1,1,1,1,1,1,1,1
20781,0,1,1,1,1,1,1,1,1,1
20688,1,1,1,1,1,1,1,1,1,1
10133,1,1,1,1,1,1,0,1,1,1
9827,1,1,1,1,1,1,1,1,1,1
9894,0,1,1,1,1,0,1,1,0,1
9915,1,1,1,1,1,1,0,1,1,1
56389,1,1,1,1,1,1,0,1,1,1
32468,1,1,1,1,1,0,0,0,0,1
5172,1,1,1,1,1,1,0,1,1,1
53956,1,1,1,1,1,1,1,1,0,1
53959,1,1,1,1,1,1,1,1,1,1
32421,1,1,1,1,0,1,1,1,0,1
32487,1,1,1,1,0,1,1,1,0,1
9666,0,0,1,0,0,1,0,1,0,0
10055,1,0,1,1,1,1,0,1,0,0
31716,1,1,1,1,0,1,0,1,1,1
9897,1,0,1,0,0,0,0,1,0,1
9821,0,0,1,0,0,1,1,1,1,1
9828,1,1,1,0,0,1,1,1,1,1
6807,1,1,1,1,0,0,0,0,0,1
8038,1,1,1,1,1,1,0,1,1,1
19110,1,1,1,1,0,1,1,0,0,1
55835,1,1,1,1,0,0,1,0,1,1
53961,1,1,1,1,0,0,0,0,1,1
32538,1,1,1,1,1,1,0,0,1,1
53954,1,1,1,1,0,1,0,0,0,1
53950,1,1,1,1,1,1,0,1,0,1
9642,1,1,1,1,1,1,0,1,1,0
10115,0,1,1,1,1,1,0,0,1,0
53986,0,1,1,1,0,1,1,0,1,0
56453,1,1,1,1,0,1,1,1,1,1
38519,0,1,1,1,0,0,0,0,1,1
53966,1,1,1,1,1,0,0,0,1,1
9899,1,1,1,1,0,1,1,1,1,1
53970,1,1,1,1,0,1,0,1,1,1
9803,1,1,1,1,0,1,0,0,1,1
18768,1,1,1,1,1,1,1,1,1,1
10030,1,0,0,0,0,0,1,0,0,1
9809,1,1,1,1,0,0,0,1,1,1
9959,0,0,1,0,0,0,0,1,1,1
10027,0,1,1,1,0,1,0,1,1,1
9871,0,0,1,0,0,1,0,0,1,1
9957,1,1,1,1,0,1,0,1,1,1
9640,1,1,1,1,0,1,1,0,1,1
9549,1,1,1,1,0,1,1,0,1,1
56514,1,1,1,1,1,1,0,1,1,0
9547,0,1,1,1,0,0,0,0,1,1
53997,0,0,1,1,0,0,0,0,1,0
56499,1,1,0,0,0,1,0,0,1,1
53979,1,1,1,1,1,1,1,1,1,1
9801,1,0,1,1,0,1,0,0,0,1
9671,0,1,1,1,0,0,1,1,0,1
9720,1,1,1,1,0,0,0,1,0,1
31719,1,1,1,1,0,1,0,1,1,1
31598,1,1,1,1,1,1,1,1,1,1
23706,1,1,1,1,0,1,1,0,0,1
9825,1,1,1,1,1,0,0,1,1,1
31683,1,1,1,1,1,1,1,1,1,1
30531,1,1,1,1,1,1,0,0,1,1
31523,1,1,1,1,1,1,1,1,1,1
10140,1,1,1,0,0,0,1,0,0,1
31728,1,1,1,1,1,1,1,1,1,1
9589,1,1,1,1,0,1,0,1,1,1
31639,1,1,1,1,1,1,1,1,1,1
10066,1,1,1,1,1,0,0,1,1,1
31597,1,0,1,1,0,1,0,0,0,1
9763,1,1,1,1,0,0,0,1,1,1
30515,1,1,1,0,1,0,0,1,1,0
30504,1,1,1,1,0,0,0,1,1,1
30546,1,0,0,1,0,0,0,0,0,1
18747,1,1,1,1,0,0,0,0,0,1
31727,1,1,1,1,1,1,0,1,1,1
37190,1,1,1,1,1,1,0,0,1,1
30532,1,1,1,1,0,0,1,0,1,1
30552,1,1,1,0,1,0,1,1,1,1
32279,1,1,1,1,0,1,1,0,1,1
9573,1,1,1,1,1,1,0,1,1,1
38557,1,0,0,0,0,1,1,0,1,1
9745,0,0,1,1,0,0,0,1,0,1
32319,1,1,1,1,1,1,1,0,1,1
32142,0,0,1,0,0,0,0,1,0,0
31541,1,1,1,1,1,1,0,1,1,1
9743,1,1,1,0,1,1,0,1,1,1
32373,0,1,1,1,1,1,0,0,0,1
32133,0,1,1,0,0,0,1,0,1,1
32341,1,0,1,1,0,1,1,0,1,1
32205,1,1,1,1,1,1,1,0,1,1
32273,1,1,1,0,1,1,0,0,1,1
31494,1,1,1,1,1,1,0,1,1,1
10050,1,0,1,1,0,1,0,0,0,1
31558,1,1,1,1,0,1,0,1,1,1
9661,1,1,1,1,1,1,0,1,1,1
31614,1,1,1,1,0,1,1,0,0,1
9819,1,1,1,1,1,1,0,1,1,1
32318,1,0,1,1,0,1,0,0,1,1
30638,1,1,1,1,1,1,0,0,1,1
48631,1,1,1,1,1,0,0,1,0,0
32149,1,1,1,1,1,1,1,0,1,1
31638,1,1,1,1,0,1,0,1,1,1
9744,1,0,0,0,0,0,0,1,0,0
6693,0,0,1,1,0,1,0,1,1,1
31542,1,1,1,1,0,1,0,0,1,1
9820,1,1,1,1,0,1,0,1,1,1
31718,1,0,1,1,0,1,0,0,0,1
9974,1,1,1,1,0,1,0,1,1,1
31636,1,1,1,1,1,1,1,1,1,1
53944,0,1,1,1,0,1,0,1,1,1
55306,1,1,1,1,0,1,0,0,0,1
55253,1,1,1,1,0,1,0,0,0,1
8519,1,0,1,0,0,1,0,1,0,1
55227,1,0,1,1,1,1,0,0,1,1
55219,1,1,1,1,0,1,0,0,1,1
8416,0,1,1,0,0,1,1,1,0,1
8434,1,0,1,1,0,0,0,0,0,1
8458,1,1,1,0,1,0,0,0,0,1
4536,0,0,1,1,0,1,0,1,0,1
4759,1,0,1,0,0,0,0,1,0,0
4754,1,1,1,1,0,0,0,0,0,1
8453,1,1,1,0,0,1,0,0,1,1
55324,0,1,1,1,0,1,1,0,1,1
8494,0,0,1,1,0,1,0,0,0,1
55313,1,1,1,0,0,1,0,1,1,1
55284,0,1,1,1,0,1,1,0,0,1
43810,1,0,1,0,0,1,0,0,1,1
28786,0,0,1,1,0,0,0,1,0,1
38462,1,1,1,1,0,1,0,1,1,1
8179,0,1,1,1,1,1,0,0,1,1
28958,1,1,1,1,0,1,0,1,0,1
28960,1,1,1,1,1,1,1,1,1,1
56820,1,1,1,1,1,1,0,1,0,1
12799,1,1,1,1,0,1,0,1,0,1
38359,1,1,1,1,0,1,0,0,1,1
8074,1,0,1,0,0,1,0,1,0,1
54670,0,0,1,1,0,1,0,1,0,0
7993,0,1,1,1,0,1,1,1,1,1
8016,1,1,1,1,0,1,1,1,1,1
8142,0,1,1,0,0,1,0,1,1,1
54667,1,0,1,1,0,0,0,0,0,0
8296,0,1,1,1,0,1,0,0,0,1
8460,0,0,1,1,0,0,1,0,0,1
8507,0,0,1,0,0,0,1,0,0,1
8407,0,0,1,1,0,1,1,0,1,1
50215,1,1,1,1,0,0,0,1,1,1
54639,1,0,0,1,0,0,0,1,1,0
50117,0,1,0,1,0,0,0,0,0,0
8493,0,1,1,0,0,0,1,0,0,0
50134,1,1,1,0,0,1,1,1,1,1
8445,0,1,1,0,0,0,0,0,0,0
50186,1,1,0,1,0,1,0,1,1,0
54658,0,0,0,1,0,0,0,1,0,0
8256,1,0,1,1,0,1,0,0,0,0
50227,0,0,0,0,0,1,0,0,0,1
8150,0,1,1,1,1,1,1,0,0,1
50204,1,1,1,1,1,1,0,1,1,1
8065,1,0,1,1,0,1,0,0,0,1
8365,1,0,1,1,0,1,0,0,0,1
50122,0,1,1,1,0,1,0,0,0,1
8086,1,1,1,1,0,1,1,0,0,1
50164,0,1,1,1,1,1,1,1,1,1
8041,1,1,1,1,1,1,1,0,1,1
8243,1,0,1,1,0,1,0,0,0,1
54673,0,1,1,1,0,0,0,0,0,0
8198,1,0,1,1,0,0,0,0,0,1
8469,0,0,1,0,0,0,0,0,1,0
8536,0,0,0,0,0,0,1,1,0,1
8490,0,1,0,0,0,0,1,0,0,1
7761,1,1,1,1,0,0,0,0,1,1
8083,1,1,1,1,0,1,0,1,1,1
8524,0,0,0,0,0,0,0,0,1,0
8442,0,0,1,0,0,1,0,0,0,1
8517,0,0,1,1,0,0,0,0,1,0
37333,1,1,1,1,1,1,1,1,1,1
8410,0,1,1,0,0,1,1,0,1,1
37649,1,1,1,1,1,1,1,1,1,1
8520,0,0,1,1,0,0,0,0,0,0
37784,1,1,1,1,0,0,1,0,1,1
50213,1,1,1,1,0,0,0,0,1,1
37336,1,1,0,1,1,1,1,1,1,1
50119,1,1,1,1,0,1,0,1,1,1
8537,1,0,0,1,0,0,0,0,1,1
50184,0,1,1,1,0,1,0,1,1,1
55315,0,1,1,1,0,1,0,1,0,1
50135,1,1,1,1,0,1,0,1,1,1
8066,0,0,1,1,0,0,0,1,1,0
8210,1,0,1,0,0,0,1,1,0,1
50150,0,0,1,0,0,1,0,0,1,1
19314,0,1,1,1,0,1,0,1,1,1
8302,0,1,1,1,0,1,0,1,1,1
54648,0,0,0,0,0,0,0,0,0,1
50163,1,1,1,1,0,1,0,0,1,1
8195,0,1,1,1,0,1,0,1,0,1
8355,0,1,1,0,1,1,0,0,1,1
8526,0,0,0,0,1,0,0,0,0,0
50201,0,1,1,1,0,0,0,1,0,1
8249,0,1,1,1,0,1,0,1,0,1
8535,0,0,1,0,0,0,0,0,1,1
8004,0,1,1,1,1,1,0,0,1,1
13116,0,1,1,1,1,1,0,1,1,1
56553,1,1,1,1,0,1,0,1,1,1
13104,0,1,1,1,0,1,1,0,0,1
53964,0,1,1,0,0,1,0,1,1,0
53834,0,1,0,1,0,0,0,1,1,1
41360,1,1,1,1,0,1,0,0,0,0
13001,0,1,1,1,0,1,0,0,0,1
28849,0,1,1,1,0,1,0,0,0,1
13103,0,1,1,1,1,1,1,0,0,1
44412,0,0,0,1,0,0,0,1,0,1
41668,1,1,1,1,1,1,0,1,1,1
28842,0,1,1,1,0,0,0,0,1,1
28882,1,0,1,1,0,1,1,1,1,1
56800,0,0,0,1,0,1,0,1,0,1
56802,1,1,1,1,1,1,1,1,1,1
32537,0,0,0,0,1,1,1,0,0,0
54381,0,1,1,1,1,1,0,0,1,1
8139,0,1,1,1,0,0,1,1,0,1
28821,1,1,1,1,0,0,0,0,1,1
8079,1,1,1,1,0,0,0,1,0,1
28846,0,1,1,1,0,0,0,1,0,1
8356,0,1,1,0,1,1,1,0,1,1
2595,0,0,1,0,0,1,1,0,0,1
56612,1,0,1,1,1,1,1,1,1,1
28883,1,1,1,1,0,1,0,0,1,1
28952,1,0,1,0,0,1,0,1,0,1
13115,1,1,0,1,0,0,0,1,1,0
50118,1,1,1,1,0,0,0,1,1,1
13086,0,1,0,0,0,1,0,0,0,0
13020,1,1,1,1,0,1,0,1,0,1
31600,1,1,1,0,0,1,0,0,1,1
8310,1,0,1,1,0,1,0,1,0,1
53850,0,0,0,1,0,1,0,0,1,1
9649,0,0,1,1,1,1,1,0,0,1
50168,1,1,1,1,1,0,0,0,1,1
12971,0,0,0,0,0,1,0,0,1,1
8095,0,0,1,1,0,0,0,0,0,0
13021,0,0,1,1,0,1,0,1,0,1
50230,1,1,1,1,0,1,0,1,1,1
13075,0,0,1,1,0,1,0,1,1,1
50189,1,0,1,1,1,1,0,1,1,1
13048,1,1,1,1,0,1,0,1,1,1
12777,1,0,0,1,0,1,0,0,0,0
8538,0,0,0,0,0,0,0,0,0,1
11840,1,1,1,1,0,1,0,1,1,1
8454,0,0,1,0,0,0,0,1,0,1
28959,1,1,1,1,1,1,0,0,1,0
28847,1,1,1,1,0,0,0,0,0,1
28844,1,1,1,1,0,1,0,1,1,1
56568,0,1,1,1,0,0,0,1,0,1
28898,1,1,1,1,1,1,0,1,1,1
28863,1,1,1,1,0,1,1,1,1,1
13002,1,1,1,1,0,1,0,1,0,1
56721,1,0,1,1,0,1,0,1,0,1
19630,1,0,1,1,1,1,0,0,0,1
53863,1,1,0,0,0,1,1,0,0,1
28861,1,1,1,0,1,0,0,1,1,1
12738,1,1,1,1,1,1,0,1,1,1
28843,1,1,1,0,1,1,0,1,1,1
4639,1,1,1,1,0,1,0,1,1,1
12779,1,1,1,1,0,0,0,1,1,1
38421,1,0,0,0,0,0,0,1,0,0
28951,1,1,1,1,1,1,0,1,1,1
12797,1,1,1,1,1,0,0,1,1,1
28911,1,1,1,1,1,1,0,1,1,1
4935,0,1,1,1,0,1,0,0,1,1
7810,1,0,1,1,0,0,1,0,0,0
4654,1,1,1,1,0,0,1,1,1,1
56502,1,1,1,1,0,0,0,1,1,1
7793,1,1,1,1,0,1,0,1,1,1
38411,1,1,1,1,1,1,0,1,1,1
57557,1,0,1,1,0,0,0,0,0,1
38193,1,1,1,1,1,1,1,1,1,1
39608,1,0,1,1,0,0,0,1,0,1
4905,1,1,1,1,1,1,1,1,1,1
4770,1,1,1,1,1,1,0,1,1,1
8297,1,1,1,1,0,0,1,0,1,0
4771,0,1,1,0,0,1,0,1,1,0
4918,1,1,1,0,0,1,0,1,1,1
7877,0,1,1,1,0,1,0,1,0,1
7955,1,1,1,1,0,0,0,1,1,1
7794,0,1,0,1,0,0,1,1,0,1
38230,0,1,0,1,1,0,0,0,1,0
12737,1,0,1,1,0,1,0,1,1,1
12736,0,1,1,1,0,1,1,0,1,1
24348,1,1,1,0,0,0,0,1,1,1
4525,1,1,0,1,1,1,0,1,1,1
56637,1,1,1,1,1,1,0,1,1,1
4812,1,1,1,1,0,1,0,1,1,1
4638,0,1,0,0,0,1,0,1,1,0
4788,1,1,1,1,0,1,0,1,0,1
12712,0,0,1,1,0,0,0,1,1,1
4676,1,1,1,1,0,1,1,1,1,1
4763,1,1,1,0,0,0,0,0,0,1
4613,1,1,1,1,0,1,0,1,1,1
4708,1,1,1,1,0,1,0,0,0,1
4869,1,0,0,1,0,1,1,1,1,1
50191,1,1,1,1,1,1,1,1,1,1
38006,1,0,1,1,0,1,0,0,1,1
50217,1,1,1,1,0,1,0,1,1,1
50203,1,1,1,1,1,1,1,0,0,1
37997,1,1,1,1,0,1,1,0,1,1
50166,1,1,1,1,1,1,0,1,0,0
55300,0,1,1,1,0,1,0,0,1,1
50218,1,0,0,1,1,1,0,1,1,1
38706,1,1,1,1,0,1,1,0,1,1
37780,0,1,1,1,0,1,1,1,1,1
38090,0,1,1,1,0,1,1,0,1,1
8092,0,0,0,0,0,0,1,1,1,1
37450,1,1,1,1,0,0,0,1,1,1
8002,0,1,1,1,1,0,1,1,1,1
37662,1,1,1,0,0,1,0,1,1,1
8204,0,1,1,1,0,0,0,1,1,1
55192,1,1,1,1,1,1,1,0,1,1
7990,0,0,1,1,1,1,0,0,1,1
8439,0,0,1,1,0,0,0,0,1,1
8190,0,0,1,1,0,1,0,1,1,1
8409,0,0,0,0,1,0,0,0,0,1
55198,1,1,1,1,1,1,1,0,1,1
7997,1,1,1,1,0,1,1,1,1,1
38094,1,0,1,1,0,0,1,0,1,1
38000,0,1,1,0,0,1,0,0,1,1
8125,0,1,1,0,0,0,1,0,1,1
8499,0,0,1,1,0,1,0,1,0,1
7992,1,1,1,0,0,1,0,1,0,1
8311,1,1,1,0,0,1,0,1,1,1
19601,0,1,1,1,0,1,0,1,0,1
19540,0,0,1,0,1,1,0,0,0,1
19437,0,0,1,1,0,1,0,0,1,1
37659,1,1,1,1,0,1,0,0,1,1
37999,1,1,1,1,0,1,1,0,1,1
37557,0,1,1,1,0,1,0,1,1,1
7833,1,1,1,0,0,0,1,0,0,0
37998,1,1,1,1,1,1,0,0,1,1
55179,1,1,1,1,0,1,0,0,1,1
7876,1,1,1,1,0,1,0,1,1,1
50121,0,0,0,1,1,1,0,0,1,1
37449,1,1,0,1,1,0,0,0,0,0
7829,0,0,0,0,0,0,0,0,0,1
7874,1,1,1,1,0,1,0,1,1,1
4735,1,1,1,1,1,1,1,1,1,1
50120,1,1,1,1,1,1,0,1,0,1
37481,1,0,1,0,0,1,1,1,1,1
50147,1,1,1,1,1,1,1,1,1,1
37661,1,0,0,1,0,0,1,0,0,1
7953,0,1,1,1,0,0,0,1,1,1
50214,1,1,1,1,0,1,1,1,0,1
8208,0,1,1,1,0,1,0,1,1,1
5512,0,0,0,1,0,0,0,0,0,1
8121,1,1,1,1,1,1,0,1,1,1
54100,1,1,1,1,0,1,0,1,1,1
39431,1,1,1,1,0,1,0,1,1,1
54241,1,1,1,1,0,1,1,1,1,0
54242,1,1,1,1,0,1,0,1,1,1
54239,1,1,1,1,0,1,0,0,0,1
54237,1,1,1,1,0,1,0,0,1,1
54238,1,1,1,1,0,1,1,1,0,0
54236,1,1,1,1,0,1,0,0,1,1
18449,1,0,1,1,0,1,1,1,1,1
54246,1,1,1,1,0,1,1,1,0,1
1613,1,1,1,0,0,1,0,0,1,1
54245,1,1,1,0,0,1,0,0,0,0
58024,1,1,1,1,0,1,1,0,1,1
54244,1,1,1,1,0,0,0,0,0,1
38466,1,1,1,1,1,1,1,0,1,0
18362,1,1,1,1,0,1,1,1,1,0
18445,1,1,1,0,0,1,1,1,1,1
18524,0,0,1,1,0,1,1,0,1,1
4317,1,1,1,1,1,1,1,1,1,1
18549,0,1,1,1,0,1,1,1,1,1
41782,1,1,1,1,1,1,1,1,1,1
14314,0,0,0,0,1,1,0,0,1,1
18485,0,1,1,1,0,1,1,1,1,1
38161,0,1,1,1,0,0,0,1,1,1
18397,0,1,1,1,1,1,1,1,0,1
43377,1,1,1,1,1,1,1,0,1,1
50149,1,1,1,1,0,1,0,0,1,1
50115,1,1,1,1,0,1,1,0,1,1
50148,1,1,1,1,0,0,0,0,1,1
50182,1,0,1,1,0,1,1,0,0,1
50199,1,1,1,1,0,1,1,0,1,1
50200,1,0,1,1,0,1,1,0,1,1
50187,0,1,1,1,0,1,1,0,1,1
50198,1,1,1,1,0,1,0,0,1,1
56813,0,1,1,1,0,1,0,0,1,1
56817,1,1,1,1,0,1,0,1,0,1
56822,0,1,1,1,0,1,0,1,1,1
50185,1,1,1,1,0,1,0,1,1,1
50216,0,1,1,1,0,1,0,1,1,1
50137,1,1,1,1,0,1,0,1,1,1
56810,0,0,1,0,0,1,1,0,1,1
18584,1,1,1,1,0,1,1,1,1,1
12914,1,0,1,0,0,1,0,0,1,0
55574,1,1,1,1,1,1,0,0,1,1
6405,1,0,1,0,1,1,0,0,1,1
6342,1,1,1,1,0,1,0,0,1,1
28716,1,1,1,0,0,1,0,1,1,1
54091,1,1,1,1,1,1,1,1,1,1
54089,1,1,1,1,0,1,1,1,1,1
8313,1,1,1,1,1,1,0,1,0,1
4904,1,0,1,1,0,0,0,1,1,1
50165,0,0,1,1,0,1,0,0,1,1
6407,0,1,1,1,0,1,0,1,1,1
12763,0,0,1,0,1,0,0,0,1,0
6327,1,1,1,1,0,1,0,0,1,1
39773,1,1,1,1,1,1,0,0,1,1
54092,1,1,1,1,0,1,1,1,1,1
31607,1,1,1,1,0,1,0,1,1,1
8015,0,1,1,1,0,0,0,0,1,1
37571,0,1,1,0,1,1,0,0,1,1
50161,1,1,0,1,0,1,0,1,0,1
50212,1,1,1,1,0,1,0,0,1,1
12958,0,1,1,1,0,0,0,0,0,1
50116,1,1,1,1,0,1,0,0,1,1
37674,0,1,1,1,0,0,1,0,1,0
50183,1,1,1,1,0,1,0,0,0,1
19471,0,1,1,1,0,1,0,1,0,1
12929,0,1,1,0,0,1,1,1,0,0
50132,0,1,1,1,0,0,0,0,1,0
12913,1,1,1,1,0,1,0,1,1,1
13087,0,1,1,1,0,1,1,0,0,0
12989,1,1,1,1,0,0,0,0,0,1
50181,1,1,1,1,0,1,1,0,1,1
58114,1,1,1,1,0,0,0,1,1,1
58116,1,1,1,1,0,1,0,0,1,1
5556,1,1,1,1,0,0,0,1,1,1
8017,1,1,1,1,0,0,0,0,1,1
37572,0,0,1,1,0,0,0,0,1,0
38636,0,1,1,1,0,0,1,1,0,0
38093,1,0,1,1,0,1,0,0,1,1
54668,1,1,1,1,0,1,0,1,0,0
55418,0,0,1,0,0,0,0,0,0,1
5379,1,0,0,1,0,1,0,1,0,1
5545,1,1,1,1,0,0,0,0,0,1
54386,0,0,1,1,1,1,0,0,1,1
41887,1,0,1,0,0,0,0,0,0,1
5775,1,1,1,0,0,0,0,1,0,1
54666,0,0,1,0,0,1,0,1,0,1
57745,0,0,0,0,0,0,0,1,0,1
9893,1,0,1,0,0,1,0,1,1,0
58110,1,1,1,1,1,1,0,1,0,1
58112,1,1,1,1,1,1,0,0,1,1
27893,1,1,0,0,1,0,1,0,1,1
58109,1,0,1,1,1,1,1,0,1,1
