"Gussng","Dffclt","Dscrmn"
0.000352975628981294,-1.35087224461219,1.97582610824602
0.000458261492351599,-1.04044144958689,1.27964700076833
0.000219226034590808,-1.07583151259267,2.03739011689149
0.481708715526035,0.0219730321627516,1.3439409814312
0.00791641360738519,-0.560927661562819,1.4588521050917
0.236464865464514,0.943292234287015,1.57693009570957
0.169691546083375,0.273573361361601,1.91433813223096
0.34468656889759,0.564274049990858,1.79312762267335
0.469921941747008,0.432476482208738,1.99479722602563
0.238867341693982,0.52988617427682,1.92716138913845
0.000468179006762027,-0.484512487268536,1.53756068641866
0.444619643004452,-0.0269119451057715,2.28792765631099
0.31886767336596,0.564050479699111,1.23948798947299
0.25564504727044,0.599504690644731,1.78720958900931
0.216802436227596,0.165698295590111,1.9152833902748
0.250502867240179,0.817878196050076,2.11575714410619
0.287389953448943,0.586900862570707,2.6372685163841
0.394299557201158,0.3655930296192,2.44298715696018
0.193739004720748,-0.314617951797587,2.21178623248962
