"Gussng","Dffclt","Dscrmn"
0.309857703235295,-0.588487651131825,1.74477967640538
0.449209749482247,0.188608694706395,1.80754692353447
0.241232978023565,-0.911886679969892,2.33917210952238
0.178907949065856,-0.618611416740213,2.43444856295883
0.173904688190546,1.58966126134647,1.98937324400186
0.306666022526034,-0.937170720897388,1.76229283191911
0.199347422171221,0.574947137679409,2.06284862629647
0.000478904824777399,-0.763952301389205,1.39389403220427
0.147342460823373,-0.536494460821606,2.35035827004288
0.37594344023,0.696111399653323,1.73571313108929
0.178842511690754,-0.0387827711946163,2.61511311151069
0.141910356043348,0.0182998893230289,2.02723274606246
0.0537126457913563,-0.609260262366004,1.71855660003316
0.205616187729183,2.63636216235039,1.09406184759788
0.156860780720279,0.144388141484838,1.0321150056731
0.292147905863708,0.109759624328206,2.04602471713878
0.27982617362048,0.0677724784278065,2.86144642651584
0.190996871881421,1.12589361614911,1.61751474252107
0.294557420370874,1.04923846324668,2.33240479399177
